Range_Name,destination_number
Zimbabwe AT,263736497255
Honduras AT,50497776006
Tunisia AT,21620944297
Tunisia AT,21620944297
Tunisia AT,21620944297
Guatemala AT,50243307442
Chad AT,235662740424
Equatorial Guinea AT,240222513787
Maldives AT,96080022066
St. Lucia AT,17584851583
Aruba AT,2976301450
Aruba AT,2977377959
Chad AT,235664882695
Aruba AT,2977373658
Mauritania AT,22233988428
Mauritania AT,22233988427
Mauritania AT,22233988426
Morocco AT,212661983782
Mauritania AT,22233988425
Gabon AT,24103257094
Mauritania AT,22233988424
Mauritania AT,22233988423
Burundi AT,25769227500
Morocco AT,212614975230
Cuba AT,5352946930
Mauritania AT,22233988422
Jordan AT,962788934429
Morocco AT,212650004998
Aruba AT,2975687674
Equatorial Guinea AT,2405013752
Tonga AT,6768725953
Mauritania AT,22236435745
Mozambique AT,258863748203
Morocco AT,212670091861
Mauritania AT,22233988421
Guatemala AT,5023217433
Morocco AT,212670091829
Senegal AT,221771214286
Western Samao AT,6857789016
Western Samao AT,6857789016
Jamaica AT,18766673437
Zimbabwe AT,263737222434
Bosnia AT,38763307809
Algeria AT,213555160282
Mauritania AT,22232199520
Morocco AT,212662009813
Haiti AT,50937009697
Maldives AT,9609708450
Sierra Leone AT,23230222499
Cuba AT,5352709030
Morocco AT,212611592178
Guatemala AT,50249656270
Algeria AT,213555141266
Morocco AT,212662009376
Zimbabwe AT,263774325752
